Type,Employee ID,Full Name,JobTitle,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
Production,E02591,Levi Kang,EngineeringManager,Engineering,Manufacturing,Male,Asian,32,4/28/2019,"$96,951 ",13%,China,Chengdu,
Production,E02592,Isaac Foster,Manager,Accounting,Specialty Products,Male,Caucasian,48,01/06/2001,"$103,051 ",9%,United States,Phoenix,
Production,E02593,Samantha Zhu,VicePresident,IT,Specialty Products,Female,Asian,55,10/27/2001,"$256,592 ",30%,China,Beijing,5/19/2010
Production,E02594,Vivian Watson,DevelopmentEngineer,Engineering,Specialty Products,Female,Caucasian,52,07/07/2017,"$79,323 ",0%,United States,Chicago,
Production,E02595,Emery Hernandez,DevelopmentEngineer,Engineering,Research & Development,Female,Latino,27,07/12/2021,"$75,583 ",0%,Brazil,Manaus,
Production,E02596,Camila Baker,AccountRepresentative,Sales,Specialty Products,Female,Caucasian,36,09/08/2012,"$73,646 ",0%,United States,Austin,
Production,E02597,David Bryant,SolutionsArchitect,IT,Specialty Products,Male,Caucasian,36,08/07/2022,"$64,937 ",0%,United States,Miami,
Production,E02598,Miles Perez,Manager,Sales,Manufacturing,Male,Latino,42,06/11/2019,"$112,146 ",6%,United States,Miami,
Production,E02599,Elijah Hill,Sr.Analyst,Marketing,Research & Development,Male,Caucasian,48,12/16/2018,"$83,332 ",0%,United States,Austin,
Production,E02600,Sofia Shin,ComputerSystemsManager,IT,Specialty Products,Female,Asian,42,04/11/2008,"$66,248 ",7%,China,Chongqing,
Production,E02601,Ezekiel Lee,Sr.Manager,Human Resources,Research & Development,Male,Asian,37,8/22/2019,"$127,238 ",15%,China,Shanghai,
Production,E02602,Nevaeh Truong,NetworkArchitect,IT,Specialty Products,Female,Asian,55,5/23/2012,"$87,857 ",0%,United States,Austin,
Production,E02603,Leah Ali,HRISAnalyst,Human Resources,Specialty Products,Female,Asian,62,8/20/1999,"$51,454 ",0%,United States,Seattle,
Production,E02604,Emma Soto,Sr.Manager,Accounting,Specialty Products,Female,Latino,29,9/13/2020,"$128,066 ",11%,United States,Seattle,
Production,E02605,Lydia Marquez,Sr.Manager,Human Resources,Corporate,Female,Latino,29,9/28/2018,"$130,790 ",10%,Brazil,Rio de Janeiro,
Production,E02606,Cora Munoz,VicePresident,Human Resources,Manufacturing,Female,Latino,45,5/17/2004,"$233,342 ",37%,United States,Austin,
Production,E02607,Hudson Ross,Analyst,Marketing,Manufacturing,Male,Caucasian,57,10/04/2009,"$54,155 ",0%,United States,Austin,
Production,E02608,Aiden Cheng,VicePresident,Marketing,Manufacturing,Male,Asian,31,09/06/2019,"$189,403 ",36%,China,Shanghai,3/31/2021
Production,E02609,Willow Vang,Sr.Analyst,Accounting,Manufacturing,Female,Asian,31,5/18/2018,"$78,732 ",0%,China,Shanghai,03/11/2019
Production,E02610,Jonathan Young,Analyst,Accounting,Manufacturing,Male,Caucasian,47,4/28/2015,"$55,401 ",0%,United States,Columbus,
Production,E02611,Isaac Rojas,SystemAdministrator ,IT,Manufacturing,Male,Latino,60,07/12/2006,"$82,343 ",0%,United States,Austin,
Production,E02612,Dylan Guzman,QualityEngineer,Engineering,Research & Development,Male,Latino,42,3/16/2017,"$66,226 ",0%,Brazil,Sao Paulo,
Production,E02613,Sarah Shin,VicePresident,IT,Manufacturing,Female,Asian,26,12/03/2021,"$193,435 ",31%,United States,Chicago,
Production,E02614,Michael Johnson,Manager,Finance,Corporate,Male,Caucasian,57,4/18/2011,"$114,241 ",10%,United States,Miami,
Production,E02615,Riley Vega,Director,Engineering,Research & Development,Female,Latino,25,11/11/2022,"$177,264 ",16%,Brazil,Manaus,
Production,E02616,Benjamin Ali,BusinessPartner,Human Resources,Corporate,Male,Asian,53,04/12/2016,"$58,010 ",0%,United States,Seattle,
Production,E02617,Ezekiel Cooper,Director,IT,Specialty Products,Male,Black,43,3/15/2003,"$154,284 ",25%,United States,Chicago,
Production,E02618,Lyla Walker,Analyst,Accounting,Corporate,Female,Caucasian,49,2/18/2002,"$54,633 ",0%,United States,Chicago,
Production,E02619,Aria Cheng,BusinessPartner,Human Resources,Research & Development,Female,Asian,61,8/26/1996,"$42,829 ",0%,United States,Columbus,
Production,E02620,Christopher Ramirez,EngineeringManager,Engineering,Research & Development,Male,Latino,41,3/15/2010,"$118,973 ",10%,United States,Phoenix,
Production,E02621,Emily Roberts,NetworkArchitect,IT,Manufacturing,Female,Caucasian,56,12/29/2018,"$61,251 ",0%,United States,Miami,
Production,E02622,Nathan Parker,EngineeringManager,Engineering,Specialty Products,Male,Caucasian,49,4/24/2002,"$108,636 ",10%,United States,Columbus,
Production,E02623,Nora Her,FieldEngineer,Engineering,Specialty Products,Female,Asian,32,4/24/2014,"$68,780 ",0%,China,Beijing,
Production,E02624,Mia Brown,AnalystII,Accounting,Corporate,Female,Caucasian,30,08/10/2016,"$60,261 ",0%,United States,Seattle,
Production,E02625,Hunter Hu,Manager,Finance,Specialty Products,Male,Asian,64,7/13/2003,"$100,951 ",5%,United States,Miami,
Production,E02626,Luke Acosta,NetworkArchitect,IT,Specialty Products,Male,Latino,57,7/20/2022,"$93,872 ",0%,Brazil,Sao Paulo,12/07/2022
Production,E02627,Sophia Griffin,VicePresident,Marketing,Specialty Products,Female,Caucasian,50,6/29/2018,"$181,570 ",35%,United States,Miami,10/21/2021
Production,E02628,Anthony Chu,Manager,Sales,Manufacturing,Male,Asian,61,9/30/2003,"$101,517 ",9%,United States,Seattle,
Production,E02629,Landon Ha,Manager,Finance,Manufacturing,Male,Asian,43,1/30/2006,"$100,822 ",10%,China,Chongqing,
Production,E02630,Layla Kang,Manager,Marketing,Research & Development,Female,Asian,26,03/02/2022,"$128,965 ",9%,United States,Columbus,
Production,E02631,Cora Xu,NetworkAdministrator,IT,Manufacturing,Female,Asian,54,11/17/2011,"$60,513 ",0%,United States,Austin,
Production,E02632,Rylee Campos,Manager,Finance,Research & Development,Female,Latino,49,02/09/2005,"$107,461 ",8%,United States,Seattle,
Production,E02633,Amelia Foster,AnalystII,Sales,Research & Development,Female,Caucasian,32,2/24/2018,"$66,294 ",0%,United States,Columbus,
Production,E02634,Hadley Rios,Sr.Manager,Sales,Research & Development,Female,Latino,62,01/11/2009,"$157,500 ",15%,United States,Columbus,
Production,E02635,Luna Chang,ITCoordinator,IT,Specialty Products,Female,Asian,64,10/20/2022,"$43,271 ",0%,China,Chengdu,
Production,E02636,Mia Navarro,TechnicalArchitect,IT,Research & Development,Female,Latino,52,6/19/2011,"$91,518 ",0%,Brazil,Sao Paulo,
Production,E02637,Nova Rios,Sr.Manager,Human Resources,Specialty Products,Female,Latino,42,4/15/2019,"$130,874 ",12%,United States,Austin,
Production,E02638,Theodore Truong,HRISAnalyst,Human Resources,Corporate,Male,Asian,45,5/23/2017,"$66,324 ",0%,China,Beijing,09/10/2021
Production,E02639,Asher Ly,AnalystII,Sales,Corporate,Male,Asian,65,1/29/1998,"$63,853 ",0%,United States,Austin,
Production,E02640,Madeline Doan,Manager,Human Resources,Corporate,Female,Asian,46,01/10/2021,"$104,692 ",8%,China,Chengdu,
Production,E02641,Scarlett Rodriguez,SolutionsArchitect,IT,Corporate,Female,Latino,64,11/03/2022,"$71,864 ",0%,Brazil,Manaus,
Production,E02642,Zoey Lu,VicePresident,Marketing,Manufacturing,Female,Asian,45,10/31/2007,"$216,269 ",37%,United States,Chicago,12/31/2010
Production,E02643,Mila Cheung,EnterpriseArchitect,IT,Specialty Products,Female,Asian,32,12/17/2021,"$73,135 ",0%,United States,Phoenix,
Production,E02644,Lucy Mai,Director,Engineering,Corporate,Female,Asian,56,6/27/2022,"$197,579 ",18%,United States,Chicago,
Production,E02645,Benjamin Luu,SystemsAnalyst,IT,Corporate,Male,Asian,46,12/15/2011,"$59,733 ",0%,United States,Austin,
Production,E02646,Mia Navarro,VicePresident,Human Resources,Corporate,Female,Latino,26,5/22/2020,"$187,792 ",40%,United States,Chicago,
Production,E02647,Maya Watson,Manager,Human Resources,Specialty Products,Female,Caucasian,59,01/07/2017,"$108,612 ",6%,United States,Phoenix,
Production,E02648,Jack Adams,SystemAdministrator ,IT,Corporate,Male,Black,50,7/18/2018,"$80,350 ",0%,United States,Miami,
Production,E02649,Gabriella Jordan,TestEngineer,Engineering,Research & Development,Female,Caucasian,32,9/21/2019,"$61,243 ",0%,United States,Miami,
Production,E02650,Jonathan Torres,Analyst,Finance,Manufacturing,Male,Latino,56,04/12/2002,"$48,896 ",0%,Brazil,Manaus,3/14/2017
Production,E02651,Samuel Xu,QualityEngineer,Engineering,Research & Development,Male,Asian,32,9/20/2019,"$82,887 ",0%,China,Chengdu,1/17/2020
Production,E02652,Ezekiel Lai,Analyst,Marketing,Manufacturing,Male,Asian,45,11/26/2005,"$54,742 ",0%,China,Chengdu,
Production,E02653,Levi Rahman,Sr.Manager,Marketing,Corporate,Male,Asian,43,7/19/2007,"$134,544 ",13%,United States,Austin,
Production,E02654,Madison Phan,Manager,IT,Specialty Products,Female,Asian,45,05/10/2003,"$128,115 ",6%,United States,Austin,
Production,E02655,Andrew Pham,Analyst,Accounting,Specialty Products,Male,Asian,38,6/29/2013,"$54,713 ",0%,United States,Columbus,
Production,E02656,Clara Ford,AnalystII,Sales,Research & Development,Female,Caucasian,46,08/09/2014,"$63,987 ",0%,United States,Seattle,
Production,E02657,Christopher Chau,ITSystemsArchitect,IT,Research & Development,Male,Asian,26,12/28/2021,"$86,288 ",0%,United States,Columbus,
Production,E02658,Madeline Guerrero,QualityEngineer,Engineering,Corporate,Female,Latino,27,8/16/2020,"$61,693 ",0%,Brazil,Sao Paulo,11/23/2020
Production,E02659,Harper Yee,SystemAdministrator ,IT,Manufacturing,Female,Asian,48,11/01/2021,"$75,624 ",0%,China,Chengdu,
Production,E02660,Mia Thomas,Manager,Human Resources,Corporate,Female,Caucasian,57,5/17/2013,"$122,979 ",6%,United States,Phoenix,
Production,E02661,Owen Nelson,EngineeringManager,Engineering,Specialty Products,Male,Caucasian,58,01/06/2003,"$91,729 ",13%,United States,Chicago,
Production,E02662,Aiden Evans,Manager,Finance,Corporate,Male,Caucasian,48,5/16/2010,"$117,736 ",5%,United States,Columbus,
Production,E02663,Josiah Lai,Sr.Manager,Human Resources,Research & Development,Male,Asian,54,3/21/1995,"$154,658 ",12%,China,Chongqing,
Production,E02664,Jameson Yee,EnterpriseArchitect,IT,Research & Development,Male,Asian,29,08/03/2020,"$84,397 ",0%,United States,Seattle,
Production,E02665,Serenity Her,Director,Accounting,Specialty Products,Female,Asian,50,8/22/1997,"$159,285 ",15%,United States,Austin,
Production,E02666,Ariana Turner,AnalystII,Accounting,Research & Development,Female,Caucasian,49,06/06/2004,"$59,854 ",0%,United States,Miami,
Production,E02667,Jacob Cooper,SolutionsArchitect,IT,Research & Development,Male,Caucasian,64,5/18/2018,"$87,521 ",0%,United States,Seattle,06/10/2021
Production,E02668,Christopher Dominguez,Director,Marketing,Research & Development,Male,Latino,36,9/17/2015,"$179,166 ",17%,Brazil,Manaus,
Production,E02669,Nevaeh Lim,ControlsEngineer,Engineering,Corporate,Female,Asian,55,3/29/1999,"$120,092 ",0%,China,Chongqing,
Production,E02670,Dominic Cheng,Director,Engineering,Corporate,Male,Asian,53,6/19/2015,"$168,142 ",27%,China,Beijing,
Production,E02671,Serenity Rodriguez,Director,Finance,Corporate,Female,Latino,54,04/10/1995,"$195,662 ",15%,United States,Columbus,
Production,E02672,Caleb Thompson,SystemsAnalyst,IT,Manufacturing,Male,Caucasian,41,12/17/2012,"$49,986 ",0%,United States,Miami,
Production,E02673,Luke Avila,VicePresident,Accounting,Corporate,Male,Latino,27,8/21/2020,"$181,587 ",38%,Brazil,Manaus,
Production,E02674,Sadie Chin,VicePresident,Human Resources,Specialty Products,Female,Asian,51,7/26/2000,"$199,736 ",35%,United States,Austin,
Production,E02675,Everett Le,VicePresident,Accounting,Corporate,Male,Asian,45,01/07/2014,"$250,639 ",34%,China,Shanghai,
Production,E02676,Carson Santos,Sr.AccountRepresentative,Sales,Corporate,Male,Latino,34,2/15/2022,"$80,655 ",0%,Brazil,Sao Paulo,
Production,E02677,Natalie Ho,AnalystII,Finance,Research & Development,Female,Asian,33,11/22/2020,"$64,327 ",0%,China,Chongqing,
Production,E02678,Natalia Hall,AnalystII,Accounting,Research & Development,Female,Caucasian,37,11/08/2018,"$72,005 ",0%,United States,Austin,7/27/2021
Production,E02679,Zoey Ahmed,QualityEngineer,Engineering,Specialty Products,Female,Asian,56,4/25/2012,"$62,497 ",0%,United States,Seattle,
Production,E02680,Santiago f Turner,Sr.AccountRepresentative,Sales,Research & Development,Male,Caucasian,46,2/24/2003,"$74,912 ",0%,United States,Phoenix,
Production,E02681,Jacob Alexander,BusinessPartner,Human Resources,Specialty Products,Male,Caucasian,45,3/19/2001,"$50,393 ",0%,United States,Miami,6/17/2011
Production,E02682,Christopher Aguilar,EnterpriseArchitect,IT,Manufacturing,Male,Latino,32,5/14/2021,"$79,670 ",0%,United States,Columbus,
Production,E02683,Vivian Jackson,Sr.Manager,Accounting,Corporate,Female,Black,51,2/23/1999,"$148,942 ",13%,United States,Columbus,7/16/2007
Production,E02684,Leonardo Jenkins,ServiceDeskAnalyst,IT,Research & Development,Male,Caucasian,29,04/09/2018,"$98,504 ",0%,United States,Miami,07/12/2022
Production,E02685,Oliver Hunter,ServiceDeskAnalyst,IT,Manufacturing,Male,Caucasian,38,12/20/2015,"$70,588 ",0%,United States,Miami,
Production,E02686,Ayla Brooks,Analyst,Accounting,Corporate,Female,Caucasian,58,11/21/2001,"$58,336 ",0%,United States,Miami,
Production,E02687,Willow Chau,DevelopmentEngineer,Engineering,Corporate,Female,Asian,45,09/09/2011,"$86,001 ",0%,United States,Austin,
Production,E02688,Kai Shin,Sr.Analyst,Sales,Specialty Products,Male,Asian,49,9/13/2015,"$91,121 ",0%,United States,Seattle,12/23/2019
Production,E02689,Liliana Zhao,Director,Human Resources,Corporate,Female,Asian,50,8/30/2011,"$183,308 ",24%,United States,Miami,
Production,E02690,Aiden Carter,NetworkArchitect,IT,Manufacturing,Male,Caucasian,32,03/05/2021,"$71,674 ",0%,United States,Chicago,6/17/2021
Production,E02691,Christopher Song,AutomationEngineer,Engineering,Manufacturing,Male,Asian,29,01/03/2017,"$118,639 ",0%,United States,Phoenix,
Production,E02692,Charles Luu,EnterpriseArchitect,IT,Corporate,Male,Asian,34,11/10/2018,"$71,808 ",0%,China,Chengdu,
Production,E02693,Kayden Dinh,Sr.Manager,Human Resources,Manufacturing,Male,Asian,50,5/26/2019,"$156,374 ",15%,China,Beijing,
Production,E02694,Valentina Zhang,SystemsAnalyst,IT,Manufacturing,Female,Asian,27,03/10/2021,"$51,133 ",0%,United States,Chicago,
Production,E02695,Alexander Perez,QualityEngineer,Engineering,Specialty Products,Male,Latino,60,6/25/2008,"$86,761 ",0%,Brazil,Rio de Janeiro,
Production,E02696,Everleigh Kumar,Manager,IT,Manufacturing,Female,Asian,65,07/05/1994,"$125,213 ",7%,United States,Seattle,
Production,E02697,Santiago f Xiong,Manager,Sales,Manufacturing,Male,Asian,43,9/26/2008,"$120,305 ",7%,China,Shanghai,
Production,E02698,Elizabeth Powell,Sr.Manager,Marketing,Research & Development,Female,Caucasian,45,9/17/2013,"$138,355 ",14%,United States,Columbus,
Production,E02699,Lucas Yang,NetworkEngineer,IT,Corporate,Male,Asian,28,07/04/2021,"$70,996 ",0%,United States,Austin,
Production,E02700,John Richardson,ComputerSystemsManager,IT,Manufacturing,Male,Caucasian,34,12/29/2014,"$77,024 ",9%,United States,Phoenix,10/23/2021
Production,E02701,Miles Ross,ITCoordinator,IT,Specialty Products,Male,Black,31,4/18/2017,"$50,022 ",0%,United States,Miami,
Production,E02702,Jonathan Santos,VicePresident,Sales,Specialty Products,Male,Latino,29,01/06/2017,"$204,534 ",38%,United States,Chicago,
Production,E02703,Joshua Maldonado,Sr.AccountRepresentative,Sales,Research & Development,Male,Latino,49,12/22/2005,"$75,814 ",0%,United States,Chicago,
Production,E02704,Santiago f Vo,Director,Sales,Manufacturing,Male,Asian,47,7/15/2019,"$169,487 ",23%,United States,Columbus,
Production,E02705,Leilani Martin,Sr.Manager,IT,Corporate,Female,Caucasian,56,05/06/2002,"$156,435 ",10%,United States,Chicago,
Production,E02706,Luca Xiong,AccountRepresentative,Sales,Specialty Products,Male,Asian,52,12/20/2006,"$59,845 ",0%,China,Beijing,
Production,E02707,Valentina Campos,SystemAdministrator ,IT,Manufacturing,Female,Latino,37,03/06/2020,"$93,656 ",0%,United States,Columbus,
Production,E02708,Grayson Jenkins,TestEngineer,Engineering,Manufacturing,Male,Caucasian,55,03/06/1998,"$99,035 ",0%,United States,Miami,
Production,E02709,Jeremiah Ross,Sr.Manager,Marketing,Corporate,Male,Caucasian,27,6/17/2021,"$137,997 ",12%,United States,Phoenix,
Production,E02710,Natalie Zheng,NetworkEngineer,IT,Manufacturing,Female,Asian,28,6/21/2019,"$61,573 ",0%,United States,Chicago,
Production,E02711,Jace Mehta,Analyst,Sales,Manufacturing,Male,Asian,55,05/06/2015,"$41,102 ",0%,United States,Seattle,
Production,E02712,Hannah Doan,Manager,Human Resources,Research & Development,Female,Asian,44,9/16/2011,"$129,866 ",6%,China,Beijing,
Production,E02713,Caroline Robinson,Director,Human Resources,Specialty Products,Female,Caucasian,28,1/22/2020,"$161,868 ",21%,United States,Austin,
Production,E02714,Naomi Ma,FieldEngineer,Engineering,Corporate,Female,Asian,55,5/16/1995,"$67,131 ",0%,United States,Austin,
Production,E02715,Adam Davis,QualityEngineer,Engineering,Research & Development,Male,Black,44,10/15/2019,"$71,345 ",0%,United States,Miami,
Production,E02716,Ellie Ho,VicePresident,Sales,Corporate,Female,Asian,30,10/09/2019,"$246,757 ",40%,United States,Miami,
Production,E02717,Mila Liang,Manager,Marketing,Research & Development,Female,Asian,63,3/28/2005,"$106,880 ",8%,United States,Austin,
Production,E02718,Nova Doan,ITSystemsArchitect,IT,Manufacturing,Female,Asian,36,8/28/2018,"$98,733 ",0%,China,Beijing,
Production,E02719,Colton Mejia,Sr.Manager,Accounting,Research & Development,Male,Latino,28,4/26/2019,"$141,675 ",12%,Brazil,Rio de Janeiro,9/24/2020
Production,E02720,Joseph Kim,AnalystII,Accounting,Research & Development,Male,Asian,28,6/23/2018,"$53,210 ",0%,United States,Seattle,
Production,E02721,Audrey Campos,Manager,Finance,Specialty Products,Female,Latino,27,09/02/2021,"$107,114 ",10%,Brazil,Rio de Janeiro,
Production,E02722,Vivian Brooks,BusinessPartner,Human Resources,Specialty Products,Female,Black,34,09/12/2022,"$57,483 ",0%,United States,Seattle,11/18/2022
Production,E02723,Mateo Vargas,NetworkArchitect,IT,Specialty Products,Male,Latino,53,4/20/1994,"$75,226 ",0%,Brazil,Rio de Janeiro,
Production,E02724,David Foster,ControlsEngineer,Engineering,Corporate,Male,Caucasian,50,1/15/2012,"$87,727 ",0%,United States,Miami,
Production,E02725,Isaiah Ramos,SolutionsArchitect,IT,Manufacturing,Male,Latino,51,6/21/2018,"$87,897 ",0%,United States,Phoenix,
Production,E02726,Samantha Do,ITSystemsArchitect,IT,Research & Development,Female,Asian,27,11/19/2021,"$99,612 ",0%,China,Shanghai,
Production,E02727,Emery Fernandez,Analyst,Accounting,Research & Development,Female,Latino,33,3/27/2019,"$56,938 ",0%,Brazil,Sao Paulo,
Production,E02728,Santiago f Brooks,Sr.BusinessPartner,Human Resources,Corporate,Male,Caucasian,46,1/20/2012,"$92,247 ",0%,United States,Miami,
Production,E02729,Aubrey Lin,VicePresident,Human Resources,Corporate,Female,Asian,51,10/17/2005,"$193,672 ",36%,United States,Columbus,
Production,E02730,Jace Hsu,SystemsAnalyst,IT,Manufacturing,Male,Asian,31,10/06/2018,"$46,098 ",0%,China,Shanghai,
Production,E02731,Nicholas Sanders,VicePresident,Sales,Manufacturing,Male,Caucasian,45,11/23/2014,"$239,980 ",31%,United States,Austin,
Production,E02732,Joshua Sun,Manager,Finance,Corporate,Male,Asian,38,7/13/2011,"$121,546 ",10%,China,Shanghai,
Production,E02733,Riley Ayala,Manager,Accounting,Specialty Products,Female,Latino,42,2/20/2010,"$128,714 ",7%,Brazil,Sao Paulo,
Production,E02734,Isaac Santos,DevelopmentEngineer,Engineering,Manufacturing,Male,Latino,43,9/13/2018,"$91,537 ",0%,United States,Chicago,
Production,E02735,Logan Brooks,Director,IT,Corporate,Male,Caucasian,28,05/07/2020,"$178,300 ",24%,United States,Austin,1/25/2023
Production,E02736,Leilani Hu,AnalystII,Finance,Research & Development,Female,Asian,57,5/21/2018,"$50,260 ",0%,China,Chengdu,
Production,E02737,Jace Cho,Director,Engineering,Research & Development,Male,Asian,33,08/06/2016,"$161,800 ",19%,China,Chongqing,
Production,E02738,Jaxson Fong,Sr.Manager,Finance,Corporate,Male,Asian,32,10/09/2020,"$157,616 ",10%,China,Shanghai,
Production,E02739,Wyatt Ly,QualityEngineer,Engineering,Corporate,Male,Asian,45,12/19/2008,"$82,697 ",0%,China,Beijing,
Production,E02740,Mia Huang,Sr.Manager,IT,Corporate,Female,Asian,33,9/21/2018,"$124,404 ",12%,China,Chongqing,
Production,E02741,Levi Her,Sr.Manager,IT,Specialty Products,Male,Asian,43,3/30/2012,"$158,750 ",12%,China,Chongqing,
Production,E02742,Everleigh Phillips,AnalystII,Sales,Manufacturing,Female,Caucasian,62,11/08/2015,"$69,057 ",0%,United States,Chicago,
Production,E02743,Natalie Acosta,Sr.Manager,Marketing,Specialty Products,Female,Latino,36,01/08/2019,"$157,976 ",10%,Brazil,Rio de Janeiro,
Production,E02744,Hadley Chavez,Analyst,Sales,Corporate,Female,Latino,36,6/28/2020,"$54,355 ",0%,United States,Phoenix,
Production,E02745,Hailey Liu,FieldEngineer,Engineering,Manufacturing,Female,Asian,31,07/09/2022,"$72,475 ",0%,United States,Phoenix,
Production,E02746,Nicholas Jiang,EngineeringManager,Engineering,Manufacturing,Male,Asian,62,12/13/2003,"$80,132 ",14%,China,Chongqing,
Production,E02747,Gabriel Xu,Analyst,Accounting,Research & Development,Male,Asian,30,10/13/2018,"$52,292 ",0%,China,Chengdu,
Production,E02748,Sophia Collins,CloudInfrastructureArchitect,IT,Specialty Products,Female,Caucasian,46,01/08/2022,"$69,110 ",0%,United States,Seattle,
Production,E02749,Evelyn Vasquez,TechnicalArchitect,IT,Manufacturing,Female,Latino,38,2/24/2013,"$68,676 ",0%,Brazil,Sao Paulo,
Production,E02750,Paisley Baker,TestEngineer,Engineering,Manufacturing,Female,Caucasian,58,12/23/2002,"$86,094 ",0%,United States,Columbus,
Production,E02751,Eloise Griffin,EnterpriseArchitect,IT,Specialty Products,Female,Caucasian,27,05/06/2022,"$77,607 ",0%,United States,Miami,
Production,E02752,Samuel Cruz,Sr.Manager,Human Resources,Specialty Products,Male,Latino,61,4/30/1993,"$157,672 ",11%,United States,Miami,
Production,E02753,Gabriel Cheung,Analyst,Finance,Specialty Products,Male,Asian,64,11/29/2016,"$43,785 ",0%,China,Chongqing,6/26/2018
Production,E02754,Kai Green,SystemAdministrator ,IT,Corporate,Male,Caucasian,65,6/15/2015,"$75,439 ",0%,United States,Seattle,
Production,E02755,Julia Moore,Sr.Manager,IT,Manufacturing,Female,Caucasian,37,11/18/2021,"$139,987 ",13%,United States,Seattle,
Production,E02756,Roman Mendoza,VicePresident,Accounting,Specialty Products,Male,Latino,54,09/04/1994,"$257,489 ",34%,Brazil,Rio de Janeiro,
Production,E02757,Levi Rahman,SystemAdministrator ,IT,Specialty Products,Male,Asian,54,1/30/2009,"$91,639 ",0%,United States,Seattle,
Production,E02758,Sadie Pham,AnalystII,Finance,Specialty Products,Female,Asian,26,12/25/2022,"$66,563 ",0%,China,Chengdu,1/25/2023
Production,E02759,Chloe Contreras,VicePresident,Marketing,Corporate,Female,Latino,29,02/10/2021,"$235,047 ",36%,United States,Phoenix,
Production,E02760,Owen Ford,VicePresident,Human Resources,Corporate,Male,Caucasian,37,02/10/2015,"$214,782 ",32%,United States,Chicago,
Production,E02761,Audrey Powell,Director,Accounting,Research & Development,Female,Black,37,05/01/2011,"$180,544 ",27%,United States,Chicago,
Production,E02762,Greyson Munoz,Sr.Manager,Marketing,Research & Development,Male,Latino,62,6/23/2000,"$158,614 ",14%,Brazil,Rio de Janeiro,
Production,E02763,Isaiah Vang,QualityEngineer,Engineering,Corporate,Male,Asian,53,11/30/1998,"$63,187 ",0%,United States,Chicago,
Production,E02764,Lincoln Alvarado,Sr.Analyst,Marketing,Manufacturing,Male,Latino,65,12/08/2004,"$93,857 ",0%,United States,Phoenix,
Production,E02765,Carter Sandoval,VicePresident,IT,Manufacturing,Male,Latino,36,03/11/2021,"$253,741 ",34%,Brazil,Rio de Janeiro,
Production,E02766,Julia Jimenez,Sr.Analyst,Marketing,Specialty Products,Female,Latino,46,11/17/2010,"$92,833 ",0%,Brazil,Rio de Janeiro,
Production,E02767,Savannah Cortez,ServiceDeskAnalyst,IT,Specialty Products,Female,Latino,55,12/15/2018,"$95,400 ",0%,Brazil,Manaus,
Production,E02768,Everly Brown,QualityEngineer,Engineering,Specialty Products,Female,Black,63,10/04/2013,"$88,230 ",0%,United States,Miami,
Production,E02769,Charlotte Pham,FieldEngineer,Engineering,Research & Development,Female,Asian,54,2/25/2003,"$62,179 ",0%,China,Shanghai,
Production,E02770,Iris Bailey,ITCoordinator,IT,Research & Development,Female,Caucasian,26,2/18/2020,"$42,343 ",0%,United States,Miami,06/02/2020
Production,E02771,Logan Daniels,Sr.Analyst,Accounting,Corporate,Male,Caucasian,26,05/07/2022,"$70,275 ",0%,United States,Columbus,
Production,E02772,Autumn Molina,AnalystII,Sales,Corporate,Female,Latino,34,04/08/2012,"$51,448 ",0%,Brazil,Manaus,
Production,E02773,Emma Mehta,VicePresident,Engineering,Manufacturing,Female,Asian,48,04/09/2009,"$185,363 ",33%,China,Shanghai,
Production,E02774,Julian Joseph,EnterpriseArchitect,IT,Manufacturing,Male,Caucasian,52,9/20/2018,"$60,784 ",0%,United States,Austin,
Production,E02775,Eleanor Munoz,Analyst,Accounting,Specialty Products,Female,Latino,45,04/07/2004,"$45,323 ",0%,Brazil,Rio de Janeiro,
Production,E02776,Caroline Sandoval,Manager,Finance,Specialty Products,Female,Latino,51,09/10/2012,"$129,727 ",8%,United States,Phoenix,10/07/2021
Production,E02777,Eliza Zhu,AccountRepresentative,Sales,Specialty Products,Female,Asian,43,9/30/2006,"$63,229 ",0%,United States,Miami,
Production,E02778,Greyson Moore,Director,Accounting,Corporate,Male,Caucasian,54,02/12/2004,"$194,221 ",16%,United States,Austin,
Production,E02779,Lyla Clark,Sr.Analyst,Sales,Research & Development,Female,Caucasian,54,12/12/2018,"$78,020 ",0%,United States,Columbus,
Production,E02780,Samuel Patterson,VicePresident,Accounting,Specialty Products,Male,Caucasian,25,10/07/2022,"$197,331 ",33%,United States,Seattle,
Production,E02781,Robert Padilla,AnalystII,Accounting,Manufacturing,Male,Latino,65,2/16/1998,"$63,346 ",0%,Brazil,Rio de Janeiro,
Production,E02782,Landon Munoz,ControlsEngineer,Engineering,Manufacturing,Male,Latino,40,07/11/2014,"$105,574 ",0%,United States,Miami,
Production,E02783,Josiah Yi,OperationsEngineer,Engineering,Corporate,Male,Asian,31,04/12/2015,"$101,941 ",0%,China,Beijing,
Production,E02784,Owen Scott,SolutionsArchitect,IT,Research & Development,Male,Black,45,7/17/2005,"$74,777 ",0%,United States,Austin,
Production,E02785,Matthew Parker,Analyst,Sales,Research & Development,Male,Caucasian,40,9/15/2021,"$59,447 ",0%,United States,Austin,
